Date,borough_NM,borough_CD,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
15/03/2020,Lambeth,E09000022,-23,4,-28,-19,-8,4
16/03/2020,Lambeth,E09000022,-16,22,10,-31,-22,8
17/03/2020,Lambeth,E09000022,-31,22,-14,-47,-36,15
18/03/2020,Lambeth,E09000022,-35,31,-11,-52,-44,18
19/03/2020,Lambeth,E09000022,-41,33,-31,-55,-50,21
20/03/2020,Lambeth,E09000022,-51,12,-25,-57,-52,24
21/03/2020,Lambeth,E09000022,-67,-4,-33,-62,-42,17
22/03/2020,Lambeth,E09000022,-70,-20,-19,-66,-45,14
23/03/2020,Lambeth,E09000022,-61,-14,-10,-68,-67,28
24/03/2020,Lambeth,E09000022,-79,-22,-21,-78,-75,35
25/03/2020,Lambeth,E09000022,-80,-25,-19,-82,-78,37
26/03/2020,Lambeth,E09000022,-82,-28,-26,-83,-80,38
27/03/2020,Lambeth,E09000022,-83,-28,-34,-82,-79,39
28/03/2020,Lambeth,E09000022,-87,-37,-63,-82,-66,25
29/03/2020,Lambeth,E09000022,-89,-48,-63,-83,-65,20
30/03/2020,Lambeth,E09000022,-82,-35,-44,-84,-81,37
31/03/2020,Lambeth,E09000022,-82,-30,-36,-84,-81,38
01/04/2020,Lambeth,E09000022,-82,-31,-35,-85,-81,38
02/04/2020,Lambeth,E09000022,-83,-32,-35,-85,-82,39
03/04/2020,Lambeth,E09000022,-84,-29,-29,-83,-80,40
04/04/2020,Lambeth,E09000022,-86,-32,-36,-81,-66,24
05/04/2020,Lambeth,E09000022,-86,-40,-40,-81,-63,19
06/04/2020,Lambeth,E09000022,-81,-34,-31,-84,-81,36
07/04/2020,Lambeth,E09000022,-82,-26,-15,-84,-81,37
08/04/2020,Lambeth,E09000022,-81,-26,-24,-85,-81,38
09/04/2020,Lambeth,E09000022,-80,-19,-16,-84,-81,37
10/04/2020,Lambeth,E09000022,-86,-32,-23,-87,-88,42
11/04/2020,Lambeth,E09000022,-86,-32,-46,-81,-64,24
12/04/2020,Lambeth,E09000022,-89,-59,-40,-82,-64,20
13/04/2020,Lambeth,E09000022,-86,-42,-31,-89,-89,40
14/04/2020,Lambeth,E09000022,-82,-30,-22,-84,-81,37
15/04/2020,Lambeth,E09000022,-82,-30,-15,-84,-80,37
16/04/2020,Lambeth,E09000022,-83,-28,-22,-85,-80,38
17/04/2020,Lambeth,E09000022,-85,-30,-45,-84,-79,40
18/04/2020,Lambeth,E09000022,-86,-32,-55,-81,-61,24
19/04/2020,Lambeth,E09000022,-86,-39,-27,-80,-58,18
20/04/2020,Lambeth,E09000022,-80,-32,-7,-83,-79,35
21/04/2020,Lambeth,E09000022,-81,-29,-9,-83,-79,36
22/04/2020,Lambeth,E09000022,-82,-28,-3,-84,-79,37
23/04/2020,Lambeth,E09000022,-81,-25,2,-83,-79,37
24/04/2020,Lambeth,E09000022,-82,-25,-10,-82,-77,38
25/04/2020,Lambeth,E09000022,-84,-28,-37,-79,-58,22
26/04/2020,Lambeth,E09000022,-85,-36,-16,-79,-56,17
27/04/2020,Lambeth,E09000022,-79,-30,-12,-82,-78,34
28/04/2020,Lambeth,E09000022,-84,-38,-61,-85,-79,38
29/04/2020,Lambeth,E09000022,-82,-28,-34,-84,-78,37
30/04/2020,Lambeth,E09000022,-82,-28,-52,-83,-78,38
01/05/2020,Lambeth,E09000022,-82,-21,-40,-80,-76,38
02/05/2020,Lambeth,E09000022,-84,-24,-44,-76,-56,21
03/05/2020,Lambeth,E09000022,-86,-38,-47,-79,-56,18
04/05/2020,Lambeth,E09000022,-77,-25,-17,-81,-76,33
05/05/2020,Lambeth,E09000022,-79,-24,-22,-81,-77,35
06/05/2020,Lambeth,E09000022,-79,-21,-9,-80,-76,35
07/05/2020,Lambeth,E09000022,-77,-15,17,-80,-77,35
08/05/2020,Lambeth,E09000022,-81,-23,23,-83,-84,38
09/05/2020,Lambeth,E09000022,-82,-23,-12,-75,-55,20
10/05/2020,Lambeth,E09000022,-86,-40,-46,-78,-54,18
11/05/2020,Lambeth,E09000022,-77,-27,-20,-80,-76,34
12/05/2020,Lambeth,E09000022,-77,-22,5,-80,-76,34
13/05/2020,Lambeth,E09000022,-78,-24,-15,-81,-76,35
14/05/2020,Lambeth,E09000022,-78,-20,6,-81,-76,35
15/05/2020,Lambeth,E09000022,-79,-17,28,-77,-74,35
16/05/2020,Lambeth,E09000022,-81,-22,-10,-73,-52,19
17/05/2020,Lambeth,E09000022,-81,-29,28,-73,-48,15
18/05/2020,Lambeth,E09000022,-74,-19,62,-76,-74,31
19/05/2020,Lambeth,E09000022,-75,-15,83,-77,-74,31
20/05/2020,Lambeth,E09000022,-74,-14,104,-76,-73,31
21/05/2020,Lambeth,E09000022,-76,-14,75,-77,-74,32
22/05/2020,Lambeth,E09000022,-77,-14,36,-75,-72,33
23/05/2020,Lambeth,E09000022,-80,-18,-15,-72,-47,18
24/05/2020,Lambeth,E09000022,-80,-26,33,-70,-45,13
25/05/2020,Lambeth,E09000022,-74,-21,162,-80,-84,29
26/05/2020,Lambeth,E09000022,-73,-13,67,-76,-73,30
27/05/2020,Lambeth,E09000022,-74,-15,58,-77,-73,31
28/05/2020,Lambeth,E09000022,-74,-12,72,-76,-72,31
29/05/2020,Lambeth,E09000022,-75,-11,77,-72,-69,30
30/05/2020,Lambeth,E09000022,-78,-12,51,-66,-37,13
31/05/2020,Lambeth,E09000022,-78,-22,60,-66,-35,11
01/06/2020,Lambeth,E09000022,-70,-12,82,-73,-69,28
02/06/2020,Lambeth,E09000022,-72,-14,88,-74,-69,28
03/06/2020,Lambeth,E09000022,-75,-19,6,-74,-70,31
04/06/2020,Lambeth,E09000022,-75,-16,10,-76,-70,32
05/06/2020,Lambeth,E09000022,-76,-14,1,-73,-68,32
06/06/2020,Lambeth,E09000022,-80,-20,-28,-63,-41,18
07/06/2020,Lambeth,E09000022,-77,-21,13,-56,-38,13
08/06/2020,Lambeth,E09000022,-70,-17,29,-73,-68,29
09/06/2020,Lambeth,E09000022,-71,-15,56,-74,-68,29
10/06/2020,Lambeth,E09000022,-75,-22,-22,-76,-69,32
11/06/2020,Lambeth,E09000022,-72,-18,4,-75,-69,31
12/06/2020,Lambeth,E09000022,-73,-15,4,-72,-67,31
13/06/2020,Lambeth,E09000022,-72,-11,56,-58,-32,12
14/06/2020,Lambeth,E09000022,-74,-20,57,-63,-29,10
15/06/2020,Lambeth,E09000022,-62,-15,52,-70,-66,26
16/06/2020,Lambeth,E09000022,-65,-13,60,-71,-67,28
17/06/2020,Lambeth,E09000022,-69,-20,9,-73,-67,29
18/06/2020,Lambeth,E09000022,-68,-14,14,-73,-68,30
19/06/2020,Lambeth,E09000022,-69,-11,32,-69,-65,28
20/06/2020,Lambeth,E09000022,-69,-10,49,-57,-28,10
21/06/2020,Lambeth,E09000022,-73,-23,30,-61,-25,9
22/06/2020,Lambeth,E09000022,-61,-13,102,-69,-66,25
23/06/2020,Lambeth,E09000022,-63,-9,116,-69,-66,25
24/06/2020,Lambeth,E09000022,-64,-9,122,-70,-65,24
25/06/2020,Lambeth,E09000022,-65,-6,127,-69,-65,24
26/06/2020,Lambeth,E09000022,-68,-6,89,-66,-63,25
27/06/2020,Lambeth,E09000022,-72,-13,-4,-59,-33,12
28/06/2020,Lambeth,E09000022,-72,-21,17,-58,-25,9
29/06/2020,Lambeth,E09000022,-62,-15,33,-69,-64,25
30/06/2020,Lambeth,E09000022,-63,-16,16,-70,-65,27
01/07/2020,Lambeth,E09000022,-63,-15,23,-69,-64,26
02/07/2020,Lambeth,E09000022,-63,-14,17,-70,-65,27
03/07/2020,Lambeth,E09000022,-65,-10,48,-64,-62,25
04/07/2020,Lambeth,E09000022,-61,-13,2,-52,-26,9
05/07/2020,Lambeth,E09000022,-62,-18,53,-52,-21,6
06/07/2020,Lambeth,E09000022,-53,-14,53,-65,-64,22
07/07/2020,Lambeth,E09000022,-56,-16,41,-67,-65,24
08/07/2020,Lambeth,E09000022,-60,-17,-1,-69,-64,25
09/07/2020,Lambeth,E09000022,-58,-14,14,-68,-64,25
10/07/2020,Lambeth,E09000022,-57,-10,48,-61,-61,22
11/07/2020,Lambeth,E09000022,-59,-10,36,-47,-21,6
12/07/2020,Lambeth,E09000022,-59,-17,60,-48,-18,4
13/07/2020,Lambeth,E09000022,-52,-12,64,-64,-63,21
14/07/2020,Lambeth,E09000022,-53,-15,45,-67,-63,23
15/07/2020,Lambeth,E09000022,-49,-15,34,-67,-62,23
16/07/2020,Lambeth,E09000022,-47,-12,55,-66,-61,22
17/07/2020,Lambeth,E09000022,-47,-9,96,-60,-59,19
18/07/2020,Lambeth,E09000022,-53,-13,48,-47,-20,4
19/07/2020,Lambeth,E09000022,-56,-25,2,-52,-18,6
20/07/2020,Lambeth,E09000022,-43,-13,92,-64,-62,20
21/07/2020,Lambeth,E09000022,-46,-15,76,-66,-62,21
22/07/2020,Lambeth,E09000022,-46,-15,73,-65,-62,21
23/07/2020,Lambeth,E09000022,-46,-14,59,-66,-62,22
24/07/2020,Lambeth,E09000022,-49,-14,57,-60,-60,20
25/07/2020,Lambeth,E09000022,-54,-21,-27,-49,-23,8
26/07/2020,Lambeth,E09000022,-51,-20,21,-46,-15,4
27/07/2020,Lambeth,E09000022,-46,-18,12,-64,-65,21
28/07/2020,Lambeth,E09000022,-45,-15,50,-65,-63,21
29/07/2020,Lambeth,E09000022,-42,-13,76,-64,-63,20
30/07/2020,Lambeth,E09000022,-40,-11,101,-62,-64,19
31/07/2020,Lambeth,E09000022,-44,-12,83,-58,-62,16
01/08/2020,Lambeth,E09000022,-45,-14,42,-41,-20,3
02/08/2020,Lambeth,E09000022,-47,-21,44,-44,-13,2
03/08/2020,Lambeth,E09000022,-35,-16,61,-63,-64,19
04/08/2020,Lambeth,E09000022,-37,-18,63,-64,-64,20
05/08/2020,Lambeth,E09000022,-35,-18,70,-63,-63,19
06/08/2020,Lambeth,E09000022,-42,-14,76,-63,-63,19
07/08/2020,Lambeth,E09000022,-44,-15,78,-59,-62,17
08/08/2020,Lambeth,E09000022,-47,-18,36,-45,-19,3
09/08/2020,Lambeth,E09000022,-47,-21,51,-45,-14,1
10/08/2020,Lambeth,E09000022,-33,-16,79,-61,-64,18
11/08/2020,Lambeth,E09000022,-32,-15,75,-63,-63,18
12/08/2020,Lambeth,E09000022,-34,-19,74,-63,-63,19
13/08/2020,Lambeth,E09000022,-42,-19,48,-62,-63,21
14/08/2020,Lambeth,E09000022,-45,-20,27,-58,-61,19
15/08/2020,Lambeth,E09000022,-47,-21,4,-46,-21,6
16/08/2020,Lambeth,E09000022,-44,-24,35,-46,-16,3
17/08/2020,Lambeth,E09000022,-32,-21,NA,-61,-63,18
18/08/2020,Lambeth,E09000022,-32,-20,NA,-62,-61,18
19/08/2020,Lambeth,E09000022,-39,-29,-2,-63,-62,21
20/08/2020,Lambeth,E09000022,-37,-15,NA,-61,-61,18
21/08/2020,Lambeth,E09000022,-42,-17,NA,-58,-61,18
22/08/2020,Lambeth,E09000022,-42,-19,39,-43,-15,4
23/08/2020,Lambeth,E09000022,-42,-22,51,-43,-13,3
24/08/2020,Lambeth,E09000022,-29,-24,NA,-60,-61,18
25/08/2020,Lambeth,E09000022,-33,-22,NA,-61,-62,19
26/08/2020,Lambeth,E09000022,-24,-19,NA,-59,-59,17
27/08/2020,Lambeth,E09000022,-40,-23,10,-61,-61,20
28/08/2020,Lambeth,E09000022,-39,-15,22,-56,-60,17
29/08/2020,Lambeth,E09000022,-41,-18,4,-38,-19,4
30/08/2020,Lambeth,E09000022,-31,-19,45,-34,-13,1
31/08/2020,Lambeth,E09000022,-19,-28,NA,-65,-77,18
01/09/2020,Lambeth,E09000022,-34,-13,NA,-58,-59,17
02/09/2020,Lambeth,E09000022,-36,-17,NA,-60,-58,18
03/09/2020,Lambeth,E09000022,-37,-15,NA,-58,-59,18
04/09/2020,Lambeth,E09000022,-37,-14,31,-53,-56,16
05/09/2020,Lambeth,E09000022,-36,-14,26,-38,-16,3
06/09/2020,Lambeth,E09000022,-32,-16,46,-38,-12,3
07/09/2020,Lambeth,E09000022,-31,-14,NA,-56,-58,16
08/09/2020,Lambeth,E09000022,-34,-13,NA,-55,-57,16
09/09/2020,Lambeth,E09000022,-33,-15,NA,-57,-55,16
10/09/2020,Lambeth,E09000022,-32,-10,NA,-54,-56,16
11/09/2020,Lambeth,E09000022,-34,-10,39,-50,-55,15
12/09/2020,Lambeth,E09000022,-34,-12,32,-37,-14,3
13/09/2020,Lambeth,E09000022,-32,-13,72,-37,-7,1
14/09/2020,Lambeth,E09000022,-29,-12,90,-54,-51,14
15/09/2020,Lambeth,E09000022,-32,-11,72,-54,-50,16
16/09/2020,Lambeth,E09000022,-32,-13,53,-56,-51,16
17/09/2020,Lambeth,E09000022,-34,-14,47,-55,-52,15
18/09/2020,Lambeth,E09000022,-35,-10,44,-50,-51,15
19/09/2020,Lambeth,E09000022,-35,-14,37,-37,-11,4
20/09/2020,Lambeth,E09000022,-34,-15,59,-36,-7,2
21/09/2020,Lambeth,E09000022,-31,-12,69,-53,-52,15
22/09/2020,Lambeth,E09000022,-32,-12,58,-52,-50,16
23/09/2020,Lambeth,E09000022,-38,-17,6,-57,-51,18
24/09/2020,Lambeth,E09000022,-38,-13,12,-56,-52,18
25/09/2020,Lambeth,E09000022,-40,-9,5,-52,-51,17
26/09/2020,Lambeth,E09000022,-40,-13,-11,-38,-12,6
27/09/2020,Lambeth,E09000022,-42,-19,-3,-41,-9,5
28/09/2020,Lambeth,E09000022,-31,-13,40,-55,-50,16
29/09/2020,Lambeth,E09000022,-37,-12,24,-55,-49,18
30/09/2020,Lambeth,E09000022,-37,-16,-1,-57,-50,18
01/10/2020,Lambeth,E09000022,-36,-10,17,-55,-49,17
02/10/2020,Lambeth,E09000022,-48,-17,-27,-52,-50,19
03/10/2020,Lambeth,E09000022,-42,-11,-23,-42,-12,7
04/10/2020,Lambeth,E09000022,-47,-25,-39,-43,-12,7
05/10/2020,Lambeth,E09000022,-37,-13,22,-55,-49,17
06/10/2020,Lambeth,E09000022,-39,-13,14,-54,-48,17
07/10/2020,Lambeth,E09000022,-37,-12,20,-57,-48,17
08/10/2020,Lambeth,E09000022,-41,-14,-1,-55,-49,18
09/10/2020,Lambeth,E09000022,-41,-10,-1,-51,-48,16
10/10/2020,Lambeth,E09000022,-40,-12,-9,-38,-9,6
11/10/2020,Lambeth,E09000022,-37,-15,17,-36,-6,5
12/10/2020,Lambeth,E09000022,-40,-19,-8,-56,-49,17
13/10/2020,Lambeth,E09000022,-44,-19,-12,-56,-48,19
14/10/2020,Lambeth,E09000022,-38,-13,3,-57,-47,18
15/10/2020,Lambeth,E09000022,-38,-14,-1,-54,-47,18
16/10/2020,Lambeth,E09000022,-38,-7,13,-48,-47,16
17/10/2020,Lambeth,E09000022,-43,-12,-5,-45,-10,8
18/10/2020,Lambeth,E09000022,-41,-16,10,-44,-10,7
19/10/2020,Lambeth,E09000022,-39,-14,20,-58,-50,18
20/10/2020,Lambeth,E09000022,-41,-15,22,-57,-49,19
21/10/2020,Lambeth,E09000022,-46,-19,-19,-61,-50,21
22/10/2020,Lambeth,E09000022,-39,-13,17,-57,-50,19
23/10/2020,Lambeth,E09000022,-41,-9,6,-55,-50,19
24/10/2020,Lambeth,E09000022,-43,-15,-15,-43,-11,8
25/10/2020,Lambeth,E09000022,-36,-14,4,-43,-8,6
26/10/2020,Lambeth,E09000022,-34,-16,41,-58,-55,19
27/10/2020,Lambeth,E09000022,-41,-18,-3,-60,-55,21
28/10/2020,Lambeth,E09000022,-36,-15,14,-60,-54,21
29/10/2020,Lambeth,E09000022,-42,-18,-6,-59,-56,21
30/10/2020,Lambeth,E09000022,-39,-8,18,-53,-54,19
31/10/2020,Lambeth,E09000022,-42,-11,-20,-40,-10,8
01/11/2020,Lambeth,E09000022,-35,-14,-3,-37,-6,5
02/11/2020,Lambeth,E09000022,-29,-11,20,-55,-48,17
03/11/2020,Lambeth,E09000022,-25,-10,5,-52,-46,16
04/11/2020,Lambeth,E09000022,-15,-8,29,-51,-45,14
05/11/2020,Lambeth,E09000022,-65,-15,-6,-66,-56,25
06/11/2020,Lambeth,E09000022,-67,-10,-8,-65,-57,27
07/11/2020,Lambeth,E09000022,-67,-13,-7,-64,-34,16
08/11/2020,Lambeth,E09000022,-67,-20,-3,-64,-35,13
09/11/2020,Lambeth,E09000022,-60,-21,9,-65,-56,24
10/11/2020,Lambeth,E09000022,-62,-13,17,-65,-55,24
11/11/2020,Lambeth,E09000022,-62,-15,1,-67,-56,25
12/11/2020,Lambeth,E09000022,-62,-12,11,-65,-57,25
13/11/2020,Lambeth,E09000022,-65,-5,3,-63,-56,25
14/11/2020,Lambeth,E09000022,-69,-15,-42,-63,-35,17
15/11/2020,Lambeth,E09000022,-66,-18,-10,-63,-34,13
16/11/2020,Lambeth,E09000022,-60,-16,5,-64,-56,23
17/11/2020,Lambeth,E09000022,-62,-13,7,-64,-55,24
18/11/2020,Lambeth,E09000022,-62,-14,4,-66,-55,25
19/11/2020,Lambeth,E09000022,-64,-13,-4,-65,-56,25
20/11/2020,Lambeth,E09000022,-66,-8,-15,-63,-56,26
21/11/2020,Lambeth,E09000022,-66,-9,-8,-59,-32,15
22/11/2020,Lambeth,E09000022,-62,-13,23,-58,-31,11
23/11/2020,Lambeth,E09000022,-58,-16,10,-64,-55,23
24/11/2020,Lambeth,E09000022,-60,-14,16,-64,-54,24
25/11/2020,Lambeth,E09000022,-61,-14,-7,-66,-54,25
26/11/2020,Lambeth,E09000022,-62,-13,3,-64,-55,24
27/11/2020,Lambeth,E09000022,-62,-6,-3,-62,-55,25
28/11/2020,Lambeth,E09000022,-62,-7,-15,-57,-30,14
29/11/2020,Lambeth,E09000022,-64,-17,-7,-61,-32,12
30/11/2020,Lambeth,E09000022,-56,-17,-3,-62,-52,22
01/12/2020,Lambeth,E09000022,-58,-12,5,-62,-51,23
02/12/2020,Lambeth,E09000022,-44,-13,-6,-62,-47,20
03/12/2020,Lambeth,E09000022,-49,-19,-27,-59,-48,21
04/12/2020,Lambeth,E09000022,-46,-8,-15,-53,-47,19
05/12/2020,Lambeth,E09000022,-42,-11,-11,-39,-10,7
06/12/2020,Lambeth,E09000022,-43,-15,-11,-41,-8,6
07/12/2020,Lambeth,E09000022,-42,-15,-5,-58,-48,18
08/12/2020,Lambeth,E09000022,-45,-12,-5,-57,-45,19
09/12/2020,Lambeth,E09000022,-44,-12,-8,-59,-47,19
10/12/2020,Lambeth,E09000022,-45,-12,-3,-55,-48,19
11/12/2020,Lambeth,E09000022,-46,-7,1,-51,-48,18
12/12/2020,Lambeth,E09000022,-43,-10,-12,-40,-10,7
13/12/2020,Lambeth,E09000022,-48,-19,-26,-45,-10,7
14/12/2020,Lambeth,E09000022,-42,-16,-5,-57,-50,18
15/12/2020,Lambeth,E09000022,-36,-8,15,-55,-48,17
16/12/2020,Lambeth,E09000022,-55,-10,-11,-64,-52,22
17/12/2020,Lambeth,E09000022,-53,-6,10,-63,-55,22
18/12/2020,Lambeth,E09000022,-60,-8,-16,-61,-58,24
19/12/2020,Lambeth,E09000022,-60,-8,-24,-55,-19,11
20/12/2020,Lambeth,E09000022,-68,-15,-12,-63,-23,11
21/12/2020,Lambeth,E09000022,-58,-3,-12,-72,-65,25
22/12/2020,Lambeth,E09000022,-59,3,0,-73,-67,26
23/12/2020,Lambeth,E09000022,-58,13,-7,-75,-68,27
24/12/2020,Lambeth,E09000022,-63,13,-1,-78,-73,28
25/12/2020,Lambeth,E09000022,-93,-86,-19,-96,-89,40
26/12/2020,Lambeth,E09000022,-87,-56,-49,-83,-50,20
27/12/2020,Lambeth,E09000022,-74,-36,-19,-73,-27,13
28/12/2020,Lambeth,E09000022,-70,-35,-4,-83,-80,33
29/12/2020,Lambeth,E09000022,-67,-21,-4,-80,-73,30
30/12/2020,Lambeth,E09000022,-65,-11,8,-80,-72,30
31/12/2020,Lambeth,E09000022,-67,1,1,-79,-74,30
01/01/2021,Lambeth,E09000022,-87,-59,-28,-87,-86,39
02/01/2021,Lambeth,E09000022,-77,-29,-33,-76,-37,18
03/01/2021,Lambeth,E09000022,-75,-30,-27,-72,-28,14
04/01/2021,Lambeth,E09000022,-67,-24,-26,-74,-63,28
05/01/2021,Lambeth,E09000022,-72,-24,-33,-75,-64,30
06/01/2021,Lambeth,E09000022,-71,-20,-9,-77,-65,31
07/01/2021,Lambeth,E09000022,-72,-22,-10,-76,-67,31
08/01/2021,Lambeth,E09000022,-75,-21,-24,-74,-65,32
15/02/2020,Lewisham,E09000023,-13,-6,-30,-12,-4,2
16/02/2020,Lewisham,E09000023,-17,-10,-40,-16,-5,2
17/02/2020,Lewisham,E09000023,6,2,20,-5,-13,3
18/02/2020,Lewisham,E09000023,4,-2,15,1,-13,3
19/02/2020,Lewisham,E09000023,4,-2,-1,-8,-13,3
20/02/2020,Lewisham,E09000023,1,-1,-4,-8,-14,3
21/02/2020,Lewisham,E09000023,2,-1,8,-7,-14,3
22/02/2020,Lewisham,E09000023,-5,-1,-1,-4,0,0
23/02/2020,Lewisham,E09000023,-5,-3,-5,-2,-1,0
24/02/2020,Lewisham,E09000023,-2,0,-13,-3,1,1
25/02/2020,Lewisham,E09000023,1,3,-2,1,2,0
26/02/2020,Lewisham,E09000023,6,2,7,-1,1,0
27/02/2020,Lewisham,E09000023,-2,2,-2,-4,0,1
28/02/2020,Lewisham,E09000023,0,1,-14,-2,0,1
29/02/2020,Lewisham,E09000023,0,1,-21,-7,2,1
01/03/2020,Lewisham,E09000023,8,2,35,10,0,-1
02/03/2020,Lewisham,E09000023,6,4,13,-3,1,1
03/03/2020,Lewisham,E09000023,4,3,7,2,1,0
04/03/2020,Lewisham,E09000023,3,2,14,-2,1,1
05/03/2020,Lewisham,E09000023,-5,-1,16,1,-2,2
06/03/2020,Lewisham,E09000023,4,9,31,2,0,1
07/03/2020,Lewisham,E09000023,-3,5,3,-2,0,1
08/03/2020,Lewisham,E09000023,0,0,10,-2,-1,0
09/03/2020,Lewisham,E09000023,3,5,3,-3,-1,1
10/03/2020,Lewisham,E09000023,-1,6,8,-3,-2,1
